gold_id,conversation_id,length_bucket,conversation_length,conversation_context,first_customer_message,latest_customer_message,proposed_intent,intent_confidence,proposed_escalate,proposed_escalation_reason,human_intent,human_escalate,human_escalation_reason,review_status,review_notes
132,apple_1058922_10370,short,2,"AppleSupport: @370006 We'd love to help with this. What happens when you lock the screen while on a call?
Customer: @AppleSupport The call is not on lock mode. It used to just show the name on the lock screen and I would either have to tap on the call to access it or...",@AppleSupport The call is not on lock mode. It used to just show the name on the lock screen and I would either have to tap on the call to access it or...,@AppleSupport The call is not on lock mode. It used to just show the name on the lock screen and I would either have to tap on the call to access it or...,Messages / Calling,HIGH,NO,Standard support issue,Messages / Calling,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
133,apple_1767355_17991,short,2,"AppleSupport: @531431 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport Will we then have to go in and reset that when the update fixes the original problem?",@AppleSupport Will we then have to go in and reset that when the update fixes the original problem?,@AppleSupport Will we then have to go in and reset that when the update fixes the original problem?,iOS / Software,MEDIUM,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
134,apple_848302_8172,long,6,"AppleSupport: @308070 We'd be happy to point you in the right direction. Please DM us your Apple device and we'll go from there. [LINK]
Customer: @AppleSupport I did not understood what do you mean by DM my iPhone
AppleSupport: @308070 We'd like to continue with you via DM. Send us a DM and let us know which device you're using: [LINK]
Customer: @AppleSupport In fact apps applications developed by Apple for the iPhone users ar very less
AppleSupport: @308070 Are you able to send a DM using Twitter's website? If not, connect with us via phone or chat here: [LINK]
Customer: @AppleSupport No option to connect iPhone to my wifi router with WPS",@AppleSupport I did not understood what do you mean by DM my iPhone,@AppleSupport No option to connect iPhone to my wifi router with WPS,Connectivity,MEDIUM,NO,Standard support issue,Connectivity,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
135,apple_2287407_22466,short,2,"AppleSupport: @664591 Congratulations on the new iPhone X. We'd be happy to check into this activation error. How long are you able to use iPhone before this appears? Does iOS 11.1.1 show in Settings &gt; General &gt; About?
Customer: @AppleSupport Sometimes it occurs more than once a day.",@AppleSupport Sometimes it occurs more than once a day.,@AppleSupport Sometimes it occurs more than once a day.,Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
136,apple_1616703_15760,short,2,"AppleSupport: @495774 We've seen the issue you're talking about and we have a workaround for it: [LINK] Did that help?
Customer: @AppleSupport @495774 Okay but you are actually fixing the issue right?",@AppleSupport @495774 Okay but you are actually fixing the issue right?,@AppleSupport @495774 Okay but you are actually fixing the issue right?,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
137,apple_1971339_19670,short,2,"AppleSupport: @583926 We're happy to help! Just DM your iOS version, iPhone model, and country so we can determine your support options. [LINK]
Customer: @AppleSupport @583926 How about you publicly help everyone having the problem (which is obviously in the millions, because every single I️ know having same issue)","@AppleSupport @583926 How about you publicly help everyone having the problem (which is obviously in the millions, because every single I️ know having same issue)","@AppleSupport @583926 How about you publicly help everyone having the problem (which is obviously in the millions, because every single I️ know having same issue)",Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
138,apple_2888385_28012,short,2,"AppleSupport: @697403 We’d like to look into this with you. Please send us a DM to let us know details about the call you received. [LINK]
Customer: @AppleSupport I️ sent you all of my detective work and @123765 banned the feature for hitting the DMs too hard🤷🏻‍♀️",@AppleSupport I️ sent you all of my detective work and @123765 banned the feature for hitting the DMs too hard🤷🏻‍♀️,@AppleSupport I️ sent you all of my detective work and @123765 banned the feature for hitting the DMs too hard🤷🏻‍♀️,Other / General,LOW,NO,Standard support issue,Settings / Features,NO,,REVIEWED,Intent corrected from 'Other / General' to 'Settings / Features'; escalation flag confirmed.
139,apple_1596085_15607,short,2,"AppleSupport: @490361 Hello there. Try out this work around until this issue is fixed in a future update: [LINK]
Customer: @AppleSupport I 🤧✊🏽",@AppleSupport I 🤧✊🏽,@AppleSupport I 🤧✊🏽,Other / General,LOW,YES,Insufficient actionable context,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag changed from YES to NO.
140,apple_2308420_23064,medium,3,"AppleSupport: @669591 We want to ensure you can access your phone! Was the screen not responding when you're on the lock screen?
Customer: @AppleSupport The screen is not responding when I try to input my passcode on the lock screen. We have tried the hard reset also.
AppleSupport: @669591 Thanks for letting us know, can you confirm if anything changes via DM? We’ll continue there together. [LINK]",@AppleSupport The screen is not responding when I try to input my passcode on the lock screen. We have tried the hard reset also.,@AppleSupport The screen is not responding when I try to input my passcode on the lock screen. We have tried the hard reset also.,Device / Hardware,HIGH,NO,Standard support issue,Device / Hardware,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
141,apple_299026_2845,short,2,"AppleSupport: @187272 We want to help. Can you clarify what is going on? Are you no longer receiving notifications from any apps?
Customer: @AppleSupport Thanks. No I’m getting the updates. But they very rarely work when I click them in notification centre. If they do open then they don’t 1/2",@AppleSupport Thanks. No I’m getting the updates. But they very rarely work when I click them in notification centre. If they do open then they don’t 1/2,@AppleSupport Thanks. No I’m getting the updates. But they very rarely work when I click them in notification centre. If they do open then they don’t 1/2,Settings / Features,MEDIUM,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Settings / Features' to 'iOS / Software'; escalation flag confirmed.
142,apple_1635185_16061,short,2,"AppleSupport: @500190 We want you to be able to use your iPhone. DM us which iPhone and iOS version you're using: [LINK]
Customer: @AppleSupport @500190 I see the suggested workaround, but any idea as to how it surfaces? I don’t have it, but my wife does, so trying to avoid it happening to me","@AppleSupport @500190 I see the suggested workaround, but any idea as to how it surfaces? I don’t have it, but my wife does, so trying to avoid it happening to me","@AppleSupport @500190 I see the suggested workaround, but any idea as to how it surfaces? I don’t have it, but my wife does, so trying to avoid it happening to me",Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
143,apple_2238185_21770,medium,4,"AppleSupport: @652653 Let's see what's going on with Apple Music. Can you tell us which devices are being used with your family to listen to Apple Music? Has this always happened with your family membership?
Customer: @AppleSupport Yes iPhones, there are four of us and everyone has their individual ID connected to my main accountAnd it’s a battle every time you want to listen
AppleSupport: @652653 Do you happen to know which iOS version each iPhone is running? To locate the version, navigate to Settings &gt; General &gt; About. Please let us know in DM. [LINK]
Customer: @AppleSupport Yes 11.0.3 (15a432) is that the version you are asking about?","@AppleSupport Yes iPhones, there are four of us and everyone has their individual ID connected to my main accountAnd it’s a battle every time you want to listen",@AppleSupport Yes 11.0.3 (15a432) is that the version you are asking about?,Apple ID / Account,MEDIUM,NO,Standard support issue,Music / Media,NO,,REVIEWED,Intent corrected from 'Apple ID / Account' to 'Music / Media'; escalation flag confirmed.
144,apple_559132_5481,medium,4,"AppleSupport: @228358 Hello. We understand it's important for you to be able to use your Mac. Let us help. Check out this article for help when you see the prohibitory symbol at startup: [LINK] Let us know if this helps.
Customer: @AppleSupport Doesn’t help if you’re on a cruise ship and you can’t get to the Internet because your Mac is shut down due to this update
AppleSupport: @228358 Send us a DM, we can start looking into further options. [LINK]
Customer: @AppleSupport I will be disembarking the ship in three hours looking for an Apple Store Manhattan Beach",@AppleSupport Doesn’t help if you’re on a cruise ship and you can’t get to the Internet because your Mac is shut down due to this update,@AppleSupport I will be disembarking the ship in three hours looking for an Apple Store Manhattan Beach,iOS / Software,HIGH,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
145,apple_2253474_21848,long,5,"AppleSupport: @656457 Thanks for contacting us about your camera. We understand wanting to have that camera working correctly and we can certainly help to get this resolved. To start, can you tell us which device this is happening on and what version of OS is running? We're happy to help!
Customer: @AppleSupport 6 plus and 11.1.1
AppleSupport: @656457 Which camera does this happen on? Does it happen in all apps that use the camera?
Customer: @AppleSupport It happens on all apps. Yet, when I place an object up close it focuses.
AppleSupport: @656457 Can you take a look at the steps in this article and see if they help? [LINK] DM us the results: [LINK]",@AppleSupport 6 plus and 11.1.1,"@AppleSupport It happens on all apps. Yet, when I place an object up close it focuses.",Other / General,LOW,NO,Standard support issue,Device / Hardware,NO,,REVIEWED,Intent corrected from 'Other / General' to 'Device / Hardware'; escalation flag confirmed.
146,apple_652942_8859,short,2,"AppleSupport: @275254 We'd be happy to look into this with you. Tell us your iOS version in DM. We'll go from there. [LINK]
Customer: @AppleSupport Hi Just checked and there is a update 11.1 so will update later and see if that fixes problem first",@AppleSupport Hi Just checked and there is a update 11.1 so will update later and see if that fixes problem first,@AppleSupport Hi Just checked and there is a update 11.1 so will update later and see if that fixes problem first,iOS / Software,HIGH,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
147,apple_1681542_16716,medium,3,"AppleSupport: @511227 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport It didn’t do anything! What now? Are you guys gonna fix it? Get someone to work overnight to fix it, you definitely have he payroll.
AppleSupport: @511227 Let's look into this further with you. Send us a DM by clicking on the link below. We'll continue there. [LINK]","@AppleSupport It didn’t do anything! What now? Are you guys gonna fix it? Get someone to work overnight to fix it, you definitely have he payroll.","@AppleSupport It didn’t do anything! What now? Are you guys gonna fix it? Get someone to work overnight to fix it, you definitely have he payroll.",Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
148,apple_1868484_18853,medium,3,"AppleSupport: @558143 We know how important FaceTime is to talk to people and we'd love to help! What happens when you try to call him?
Customer: @AppleSupport It doesn't work well as it was working with iOS 10, so I don't know what to do or so.
AppleSupport: @558143 Thanks for providing those details, and we'd like to look into this. Please send us a DM, and we'll continue there. [LINK]","@AppleSupport It doesn't work well as it was working with iOS 10, so I don't know what to do or so.","@AppleSupport It doesn't work well as it was working with iOS 10, so I don't know what to do or so.",iOS / Software,HIGH,YES,Issue remains unresolved after troubleshooting,iOS / Software,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent confirmed; escalation flag confirmed.
149,apple_1643316_16216,short,2,"AppleSupport: @502252 We'd be happy to look into this issue with you. Send us a DM and we'll continue there. [LINK]
Customer: @AppleSupport Really? Cause every time I try to get the problem resolved I’m told I’ll have to wait “a week or two” and here we are six months later",@AppleSupport Really? Cause every time I try to get the problem resolved I’m told I’ll have to wait “a week or two” and here we are six months later,@AppleSupport Really? Cause every time I try to get the problem resolved I’m told I’ll have to wait “a week or two” and here we are six months later,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
150,apple_2378866_23887,short,2,"AppleSupport: @686010 We're here to help. Would you please DM us which iPhone model are you using and which version of iOS is currently installed? [LINK]
Customer: @AppleSupport @686010 Just get a Samsung they are much better I can’t put up with the iPhone anymore because of iOS 11 update eating my battery",@AppleSupport @686010 Just get a Samsung they are much better I can’t put up with the iPhone anymore because of iOS 11 update eating my battery,@AppleSupport @686010 Just get a Samsung they are much better I can’t put up with the iPhone anymore because of iOS 11 update eating my battery,iOS / Software,HIGH,NO,Standard support issue,Battery / Charging,NO,,REVIEWED,Intent corrected from 'iOS / Software' to 'Battery / Charging'; escalation flag confirmed.
151,apple_1638934_16120,short,2,"AppleSupport: @501150 Thanks for reaching out to us for support. We would love to help you. Are you having problems with your Wi-Fi password on your Mac?
Customer: @AppleSupport No that's fine - was just worried about this - [LINK] which another tweeter informed me is being patched by apple..",@AppleSupport No that's fine - was just worried about this - [LINK] which another tweeter informed me is being patched by apple..,@AppleSupport No that's fine - was just worried about this - [LINK] which another tweeter informed me is being patched by apple..,Other / General,LOW,NO,Standard support issue,Connectivity,NO,,REVIEWED,Intent corrected from 'Other / General' to 'Connectivity'; escalation flag confirmed.
152,apple_1953095_19495,short,2,"AppleSupport: @579889 We want to help. DM us details, including the device and OS you're having these issues on. We'll help from there. [LINK]
Customer: @AppleSupport Sending you a private message",@AppleSupport Sending you a private message,@AppleSupport Sending you a private message,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
153,apple_619439_6122,medium,4,"AppleSupport: @157897 We're here to help. DM us and we'll get started. [LINK]
Customer: @AppleSupport I did but you haven’t helped and you won’t do a call back as requested
AppleSupport: @157897 We'd be happy to help. If you'd like to continue, DM us. [LINK]
Customer: @AppleSupport No your not, I have dm you several times and still my battery issues",@AppleSupport I did but you haven’t helped and you won’t do a call back as requested,"@AppleSupport No your not, I have dm you several times and still my battery issues",Battery / Charging,MEDIUM,NO,Standard support issue,Battery / Charging,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent confirmed; escalation flag changed from NO to YES.
154,apple_2146493_21220,medium,3,"AppleSupport: @630987 We've got you. Is this happening with music that you've already downloaded? Does it happen with all networks?
Customer: @AppleSupport Hi... Its the explore pages, I can only see music that I have already downloaded, The For You and Search tabs just say loading...
AppleSupport: @630987 Let's take a look. Follow us to DM. [LINK]","@AppleSupport Hi... Its the explore pages, I can only see music that I have already downloaded, The For You and Search tabs just say loading...","@AppleSupport Hi... Its the explore pages, I can only see music that I have already downloaded, The For You and Search tabs just say loading...",Music / Media,MEDIUM,NO,Standard support issue,Music / Media,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
155,apple_1776312_18227,short,2,"AppleSupport: @533790 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport I wonder if this worked. I did the steps. I’m using I a lot for a reason",@AppleSupport I wonder if this worked. I did the steps. I’m using I a lot for a reason,@AppleSupport I wonder if this worked. I did the steps. I’m using I a lot for a reason,Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
156,apple_1234747_12156,long,5,"AppleSupport: @409610 That is not expected, so let’s take a look at this together. Which device are you using? Is the music displayed?
Customer: @AppleSupport I’m using the iPhone 7, with the music app completely shut off. When I pause the pod using my EarPod control, it starts shuffling music.
AppleSupport: @409610 Thanks. Have you restarted since this began? Which exact iOS version are you using?
Customer: @AppleSupport 11.0.3 I restarted after I did the update recently and I just restarted now and it seems to have cleared up.
AppleSupport: @409610 That's good news. Let us know how it goes from here.","@AppleSupport I’m using the iPhone 7, with the music app completely shut off. When I pause the pod using my EarPod control, it starts shuffling music.",@AppleSupport 11.0.3 I restarted after I did the update recently and I just restarted now and it seems to have cleared up.,iOS / Software,HIGH,NO,Standard support issue,Music / Media,NO,,REVIEWED,Intent corrected from 'iOS / Software' to 'Music / Media'; escalation flag confirmed.
157,apple_1679978_16689,short,2,"AppleSupport: @510868 Reach out to us via DM, then we can advise you on this from there. [LINK]
Customer: @AppleSupport tried... got no response...",@AppleSupport tried... got no response...,@AppleSupport tried... got no response...,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
158,apple_2783273_27325,long,6,"AppleSupport: @777194 Certainly not what we want you to experience on your awesome new iPhone X. Do you recall the version of iOS 11 you updated to when this began? Is it stuttering continuously in Messages and Home screen? Have you taken any troubleshooting steps to address this?
Customer: @AppleSupport IOS 11.1.2 #latest realised so far, it’s stuttering most of the time after #FaceID and no I haven’t done any troubleshooting, many thanks
AppleSupport: @777194 Got it. Let's start with restarting your iPhone. This can resolve many issues. If you're still seeing this stutter, send us a screen recording of this issue in DM. This link shows how to do this: [LINK] DM us here: [LINK]
Customer: @AppleSupport Restarting already done at least 3 times today and it’s really hard to get screen recording as it’s suddenly happened and back to normal after couple of seconds
AppleSupport: @777194 Thank you. Does the issue happen immediately after restarting the device, or after unlocking and using it for a period of time? Please DM us your answer, and we'll meet you there to continue. [LINK]
Customer: @AppleSupport It’s happened since I upgraded to the latest IOS and WhatsApp having this issue since I got my phone , brought it to the Genius Bar and they said it will be resolved when you receive the update notification but it’s getting worse since this morning","@AppleSupport IOS 11.1.2 #latest realised so far, it’s stuttering most of the time after #FaceID and no I haven’t done any troubleshooting, many thanks","@AppleSupport It’s happened since I upgraded to the latest IOS and WhatsApp having this issue since I got my phone , brought it to the Genius Bar and they said it will be resolved when you receive the update notification but it’s getting worse since this morning",iOS / Software,HIGH,NO,Standard support issue,Device / Hardware,NO,,REVIEWED,Intent corrected from 'iOS / Software' to 'Device / Hardware'; escalation flag confirmed.
159,apple_1738788_17471,short,2,"AppleSupport: @524803 We'd like to look into this with you. DM us using the link below. [LINK]
Customer: @AppleSupport Direct message sent. Thanks",@AppleSupport Direct message sent. Thanks,@AppleSupport Direct message sent. Thanks,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
160,apple_763631_7414,short,2,"AppleSupport: @302491 We'd love to help with your battery life! Which version of iOS are you using under Settings &gt; General &gt; About?
Customer: @AppleSupport @302491 IOS 11.0.3 dosent fix anything apple",@AppleSupport @302491 IOS 11.0.3 dosent fix anything apple,@AppleSupport @302491 IOS 11.0.3 dosent fix anything apple,iOS / Software,HIGH,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
161,apple_2015444_20074,short,2,"AppleSupport: @595979 Congratulations on the new iPhone X! We’d like to learn more about the sound via DM. Does this happen after a restart? [LINK]
Customer: @AppleSupport sent you a DM and now i'm calling support",@AppleSupport sent you a DM and now i'm calling support,@AppleSupport sent you a DM and now i'm calling support,Messages / Calling,MEDIUM,NO,Standard support issue,Messages / Calling,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
162,apple_79996_767,medium,3,"AppleSupport: @133756 Hi there. Are you able to sign in to the iOS App Store from your device without issue? Please DM details, we'll meet you there to help. [LINK]
Customer: @AppleSupport I talked to Apple support on the phone. Thank you tho
AppleSupport: @133756 OK, thanks for the update. Feel free to reach out again if you need any future assistance.",@AppleSupport I talked to Apple support on the phone. Thank you tho,@AppleSupport I talked to Apple support on the phone. Thank you tho,Other / General,LOW,NO,Standard support issue,Apple ID / Account,NO,,REVIEWED,Intent corrected from 'Other / General' to 'Apple ID / Account'; escalation flag confirmed.
163,apple_2862132_27913,medium,3,"AppleSupport: @795092 Having access to your iPhone is important, and we’d love to help. What happens when putting your iPhone into recovery mode? DM us the answer to get started. [LINK]
Customer: @AppleSupport sent you a message.
AppleSupport: @795092 We’ve received your DM and will respond from there shortly. [LINK]",@AppleSupport sent you a message.,@AppleSupport sent you a message.,Other / General,LOW,YES,Potentially sensitive data-recovery issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
164,apple_1087763_10718,short,2,"AppleSupport: @217672 We got your DM and will continue in there with you.
Customer: @AppleSupport Available for download, honestly that’s the best solution. Then at least my battery life would last a good 6hrs not 1hr and 40 minutes!-","@AppleSupport Available for download, honestly that’s the best solution. Then at least my battery life would last a good 6hrs not 1hr and 40 minutes!-","@AppleSupport Available for download, honestly that’s the best solution. Then at least my battery life would last a good 6hrs not 1hr and 40 minutes!-",Battery / Charging,HIGH,NO,Standard support issue,Battery / Charging,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
165,apple_2631501_28576,short,2,"AppleSupport: @743062 We offer support via Twitter in English. Contact us for help in your preferred language here: [LINK]
Customer: @AppleSupport @743062 Even if you speak English, you can help us with your crappy update!","@AppleSupport @743062 Even if you speak English, you can help us with your crappy update!","@AppleSupport @743062 Even if you speak English, you can help us with your crappy update!",iOS / Software,MEDIUM,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
166,apple_2698036_26564,short,2,"AppleSupport: @757610 We'd be glad to assist with this. How long ago did you update? Is the lagging with the keyboard, lagging in general or with certain apps?
Customer: @AppleSupport I update usually the same day it’s available. My battery life has been miserable for the past week I would say. Have to charge several times in a day, making my device more than obsolete. Did hard reset as well","@AppleSupport I update usually the same day it’s available. My battery life has been miserable for the past week I would say. Have to charge several times in a day, making my device more than obsolete. Did hard reset as well","@AppleSupport I update usually the same day it’s available. My battery life has been miserable for the past week I would say. Have to charge several times in a day, making my device more than obsolete. Did hard reset as well",Battery / Charging,HIGH,NO,Standard support issue,Battery / Charging,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
167,apple_2631547_26090,short,2,"AppleSupport: @743077 If you're running into issues with Spotify, or other apps on the device, we'd like to help you out. Please DM details of the exact issue(s) you're experiencing. Also, please let us know what version of the iOS software you currently have installed. [LINK]
Customer: @AppleSupport [LINK]",@AppleSupport [LINK],@AppleSupport [LINK],Other / General,LOW,YES,Insufficient actionable context,Music / Media,YES,Insufficient actionable context,REVIEWED,Intent corrected from 'Other / General' to 'Music / Media'; escalation flag confirmed.
168,apple_2492353_24908,medium,3,"AppleSupport: @711537 We'd love to help you. Are you referring to if you type the letter “i” and it autocorrects to an “A” with a symbol? If so, we released 11.1.1 to fix this. Please create a backup, then update. Here's how to back up: [LINK]
Customer: @AppleSupport Thank you. Sorry for my harshness
AppleSupport: @711537 You're most welcome. If you need any assistance, please let us know.",@AppleSupport Thank you. Sorry for my harshness,@AppleSupport Thank you. Sorry for my harshness,Other / General,LOW,NO,Standard support issue,iCloud / Backup / Data,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iCloud / Backup / Data'; escalation flag confirmed.
169,apple_1267179_12369,medium,4,"AppleSupport: @142826 Wireless charger is not included with iPhone X. Please check this out: [LINK] under ""In the Box"".
Customer: @AppleSupport Ok it's sold separately ? What's the price and from where i can buy it ?
AppleSupport: @142826 You can use any wireless charger that works with Qi chargers10. Please check out this: [LINK]
Customer: @AppleSupport Apple is not selling wireless chargers ?",@AppleSupport Ok it's sold separately ? What's the price and from where i can buy it ?,@AppleSupport Apple is not selling wireless chargers ?,Battery / Charging,MEDIUM,NO,Standard support issue,Battery / Charging,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
170,apple_2618346_25976,long,5,"AppleSupport: @621258 Let's work together to get to the bottom of this. How often does this happen? Are you able to stop the music from playing? If so, how?
Customer: @AppleSupport It happened twice today. Just had to press pause to stop it. But it’s strange because I never use the Apple Music app, so when it is locked sitting on my desk how has it suddenly launched the app and started playing a radio station?
AppleSupport: @621258 Got it, so we can provide the best troubleshooting steps can you tell us what version of iOS you're using? Also, are you an Apple Music subscriber?
Customer: @AppleSupport 11.1.1 and no, but I see there is a 11.1.2 now. I will just upgrade and let you know if it happens again.
AppleSupport: @621258 Good thinking. If you need help let us know.","@AppleSupport It happened twice today. Just had to press pause to stop it. But it’s strange because I never use the Apple Music app, so when it is locked sitting on my desk how has it suddenly launched the app and started playing a radio station?","@AppleSupport 11.1.1 and no, but I see there is a 11.1.2 now. I will just upgrade and let you know if it happens again.",App Issue,HIGH,NO,Standard support issue,Music / Media,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent corrected from 'App Issue' to 'Music / Media'; escalation flag changed from NO to YES.
171,apple_2686673_26407,medium,3,"AppleSupport: @755512 Let's look into this together. Have you tried these steps? [LINK]
Customer: @AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.
AppleSupport: @755512 We're very happy that you were able to resolve it. Don't ever hesitate if you have any questions or concerns.",@AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.,@AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.,iCloud / Backup / Data,MEDIUM,YES,Potentially sensitive data-recovery issue,Music / Media,NO,,REVIEWED,Intent corrected from 'iCloud / Backup / Data' to 'Music / Media'; escalation flag changed from YES to NO.
172,apple_938111_9183,short,2,"AppleSupport: @342368 We can help. Tell us what you'e experiencing and we'll get started.
Customer: @AppleSupport @342368 Due to the update, for the first time ever I looked into getting a Samsung.","@AppleSupport @342368 Due to the update, for the first time ever I looked into getting a Samsung.","@AppleSupport @342368 Due to the update, for the first time ever I looked into getting a Samsung.",iOS / Software,MEDIUM,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
173,apple_2291549_22534,long,5,"AppleSupport: @665533 We're glad you've reached out. We'd like to work on this together. Does a restart of you iPhone change anything? Restart your iPhone: [LINK]
Customer: @AppleSupport No it doesn’t help. Tried restarting and formating.
AppleSupport: @665533 Thanks for keeping us updated. How long have you been experiencing this behavior? Did you use a computer to format your iPhone? What is the exact version number of iOS you’re currently using? This article covers how to locate that information: [LINK]
Customer: @AppleSupport Being experiencing it since i noticed it I guess 2/3 weeks back.
AppleSupport: @665533 When you reset your iPhone, did you set this up as a new iPhone or restore from a backup? Let us know via DM and we'll continue to work from there: [LINK]",@AppleSupport No it doesn’t help. Tried restarting and formating.,@AppleSupport Being experiencing it since i noticed it I guess 2/3 weeks back.,iOS / Software,MEDIUM,YES,Potentially sensitive data-recovery issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
174,apple_489674_4731,short,2,"AppleSupport: @231626 Thanks for including the screenshot for us. We see what you mean. Send us a DM and we'll look into this further with you. [LINK]
Customer: @AppleSupport Thanks @AppleSupport",@AppleSupport Thanks @AppleSupport,@AppleSupport Thanks @AppleSupport,Other / General,LOW,YES,Insufficient actionable context,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
175,apple_667028_6677,short,2,"AppleSupport: @278947 We recently released an iOS update, 11.1.2, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: [LINK]
Customer: @AppleSupport @278947 Buuuurrrnn hahaha",@AppleSupport @278947 Buuuurrrnn hahaha,@AppleSupport @278947 Buuuurrrnn hahaha,Other / General,LOW,YES,Insufficient actionable context,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag changed from YES to NO.
176,apple_1682450_16737,medium,3,"AppleSupport: @511453 Thanks for reaching out to us for support. Is your brother's screen cracked or is there a crack on the phone's unibody?
Customer: @AppleSupport There's a big crack in its screen &amp; only a small corner of the phone is gone but it's been covered up. The body is a little dented.
AppleSupport: @511453 Thanks for clarifying. We'd like to look into additional options for you. DM us your location to get started. [LINK]",@AppleSupport There's a big crack in its screen &amp; only a small corner of the phone is gone but it's been covered up. The body is a little dented.,@AppleSupport There's a big crack in its screen &amp; only a small corner of the phone is gone but it's been covered up. The body is a little dented.,Device / Hardware,MEDIUM,NO,Standard support issue,Device / Hardware,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
177,apple_354552_3446,short,2,"AppleSupport: @200272 We want to help. Have you tried updating to iOS 11.0.3?
Customer: @AppleSupport Apologies. I didnt know it was out. Doing so now. Thanks! I will see what that does",@AppleSupport Apologies. I didnt know it was out. Doing so now. Thanks! I will see what that does,@AppleSupport Apologies. I didnt know it was out. Doing so now. Thanks! I will see what that does,Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
